STT,Mã t?nh (BNV),Tên t?nh/TP m?i,Mã t?nh (TMS),Mã Qu?n huy?n TMS (c?) CQT ?ã rà soát,Tên Qu?n huy?n TMS (c?),S? t? t?ng,Mã ph??ng/xã m?i ,Tên Ph??ng/Xã m?i,Tr?ng thái rà soát cu?i,
1878,21,Tp ?à N?ng,501,50329,Huy?n Nam Trà My,43,50329043,Xã Trà Leng,,
1879,21,Tp ?à N?ng,501,50315,Huy?n Th?ng Bình,44,50315044,Xã Th?ng Bình,,
1880,21,Tp ?à N?ng,501,50315,Huy?n Th?ng Bình,45,50315045,Xã Th?ng An,,
1881,21,Tp ?à N?ng,501,50315,Huy?n Th?ng Bình,46,50315046,Xã Th?ng Tr??ng,,
1882,21,Tp ?à N?ng,501,50315,Huy?n Th?ng Bình,47,50315047,Xã Th?ng ?i?n,,
1883,21,Tp ?à N?ng,501,50315,Huy?n Th?ng Bình,48,50315048,Xã Th?ng Phú,,
1884,21,Tp ?à N?ng,501,50315,Huy?n Th?ng Bình,49,50315049,Xã ??ng D??ng,,
1885,21,Tp ?à N?ng,501,50317,Huy?n Qu? S?n,50,50317050,Xã Qu? S?n Trung,,
1886,21,Tp ?à N?ng,501,50317,Huy?n Qu? S?n,51,50317051,Xã Qu? S?n,,
1887,21,Tp ?à N?ng,501,50317,Huy?n Qu? S?n,52,50317052,Xã Xuân Phú,,
1888,21,Tp ?à N?ng,501,50317,Huy?n Qu? S?n,53,50317053,Xã Nông S?n,,
1889,21,Tp ?à N?ng,501,50317,Huy?n Qu? S?n,54,50317054,Xã Qu? Ph??c,,
1890,21,Tp ?à N?ng,501,50311,Huy?n Duy Xuyên,55,50311055,Xã Duy Ngh?a,,
1891,21,Tp ?à N?ng,501,50311,Huy?n Duy Xuyên,56,50311056,Xã Nam Ph??c,,
1892,21,Tp ?à N?ng,501,50311,Huy?n Duy Xuyên,57,50311057,Xã Duy Xuyên,,
1893,21,Tp ?à N?ng,501,50311,Huy?n Duy Xuyên,58,50311058,Xã Thu B?n,,
1894,21,Tp ?à N?ng,501,50309,Th? xã ?i?n Bàn,59,50309059,Ph??ng ?i?n Bàn,,
1895,21,Tp ?à N?ng,501,50309,Th? xã ?i?n Bàn,60,50309060,Ph??ng ?i?n Bàn ?ông,,
1896,21,Tp ?à N?ng,501,50309,Th? xã ?i?n Bàn,61,50309061,Ph??ng An Th?ng,,
1897,21,Tp ?à N?ng,501,50309,Th? xã ?i?n Bàn,62,50309062,Ph??ng ?i?n Bàn B?c,,
1898,21,Tp ?à N?ng,501,50309,Th? xã ?i?n Bàn,63,50309063,Xã ?i?n Bàn Tây,,
1899,21,Tp ?à N?ng,501,50309,Th? xã ?i?n Bàn,64,50309064,Xã Gò N?i,,
1900,21,Tp ?à N?ng,501,50303,Thành ph? H?i An,65,50303065,Ph??ng H?i An,,
1901,21,Tp ?à N?ng,501,50303,Thành ph? H?i An,66,50303066,Ph??ng H?i An ?ông,,
1902,21,Tp ?à N?ng,501,50303,Thành ph? H?i An,67,50303067,Ph??ng H?i An Tây,,
1903,21,Tp ?à N?ng,501,50303,Thành ph? H?i An,68,50303068,Xã Tân Hi?p,,
1904,21,Tp ?à N?ng,501,50307,Huy?n ??i L?c,69,50307069,Xã ??i L?c,,
1905,21,Tp ?à N?ng,501,50307,Huy?n ??i L?c,70,50307070,Xã Hà Nha,,
1906,21,Tp ?à N?ng,501,50307,Huy?n ??i L?c,71,50307071,Xã Th??ng ??c,,
1907,21,Tp ?à N?ng,501,50307,Huy?n ??i L?c,72,50307072,Xã Vu Gia,,
1908,21,Tp ?à N?ng,501,50307,Huy?n ??i L?c,73,50307073,Xã Phú Thu?n,,
1909,21,Tp ?à N?ng,501,50313,Huy?n Nam Giang,74,50313074,Xã Th?nh M?,,
1910,21,Tp ?à N?ng,501,50313,Huy?n Nam Giang,75,50313075,Xã B?n Gi?ng,,
1911,21,Tp ?à N?ng,501,50313,Huy?n Nam Giang,76,50313076,Xã Nam Giang,,
1912,21,Tp ?à N?ng,501,50313,Huy?n Nam Giang,77,50313077,Xã ??c Pring,,
1913,21,Tp ?à N?ng,501,50313,Huy?n Nam Giang,78,50313078,Xã La Dêê,,
1914,21,Tp ?à N?ng,501,50313,Huy?n Nam Giang,79,50313079,Xã La Êê,,
1915,21,Tp ?à N?ng,501,50305,Huy?n ?ông Giang,80,50305080,Xã Sông Vàng,,
1916,21,Tp ?à N?ng,501,50305,Huy?n ?ông Giang,81,50305081,Xã Sông Kôn,,
1917,21,Tp ?à N?ng,501,50305,Huy?n ?ông Giang,82,50305082,Xã ?ông Giang,,
1918,21,Tp ?à N?ng,501,50305,Huy?n ?ông Giang,83,50305083,Xã B?n Hiên,,
1919,21,Tp ?à N?ng,501,50304,Huy?n Tây Giang,84,50304084,Xã Av??ng,,
1920,21,Tp ?à N?ng,501,50304,Huy?n Tây Giang,85,50304085,Xã Tây Giang,,
1921,21,Tp ?à N?ng,501,50304,Huy?n Tây Giang,86,50304086,Xã Hùng S?n,,
1922,21,Tp ?à N?ng,501,50319,Huy?n Hi?p ??c,87,50319087,Xã Hi?p ??c,,
1923,21,Tp ?à N?ng,501,50319,Huy?n Hi?p ??c,88,50319088,Xã Vi?t An,,
1924,21,Tp ?à N?ng,501,50319,Huy?n Hi?p ??c,89,50319089,Xã Ph??c Trà,,
1925,21,Tp ?à N?ng,501,50323,Huy?n Ph??c S?n,90,50323090,Xã Khâm ??c,,
1926,21,Tp ?à N?ng,501,50323,Huy?n Ph??c S?n,91,50323091,Xã Ph??c N?ng,,
1927,21,Tp ?à N?ng,501,50323,Huy?n Ph??c S?n,92,50323092,Xã Ph??c Chánh,,
1928,21,Tp ?à N?ng,501,50323,Huy?n Ph??c S?n,93,50323093,Xã Ph??c Thành,,
1929,21,Tp ?à N?ng,501,50323,Huy?n Ph??c S?n,94,50323094,Xã Ph??c Hi?p,,
1986,22,T?nh Qu?ng Ngãi,505,50501,Thành ph? Qu?ng Ngãi,1,50501001,Xã T?nh Khê,,
1987,22,T?nh Qu?ng Ngãi,505,50501,Thành ph? Qu?ng Ngãi,2,50501002,Ph??ng Tr??ng Quang Tr?ng,,
1988,22,T?nh Qu?ng Ngãi,505,50501,Thành ph? Qu?ng Ngãi,3,50501003,Xã An Phú,,
1989,22,T?nh Qu?ng Ngãi,505,50501,Thành ph? Qu?ng Ngãi,4,50501004,Ph??ng C?m Thành,,
1990,22,T?nh Qu?ng Ngãi,505,50501,Thành ph? Qu?ng Ngãi,5,50501005,Ph??ng Ngh?a L?,,
1991,22,T?nh Qu?ng Ngãi,505,50523,Th? xã ??c Ph?,6,50523006,Ph??ng Trà Câu,,
1992,22,T?nh Qu?ng Ngãi,505,50523,Th? xã ??c Ph?,7,50523007,Xã Nguy?n Nghiêm,,
1993,22,T?nh Qu?ng Ngãi,505,50523,Th? xã ??c Ph?,8,50523008,Ph??ng ??c Ph?,,
1994,22,T?nh Qu?ng Ngãi,505,50523,Th? xã ??c Ph?,9,50523009,Xã Khánh C??ng,,
1995,22,T?nh Qu?ng Ngãi,505,50523,Th? xã ??c Ph?,10,50523010,Ph??ng Sa Hu?nh,,
1996,22,T?nh Qu?ng Ngãi,505,50505,Huy?n Bình S?n,11,50505011,Xã Bình Minh,,
1997,22,T?nh Qu?ng Ngãi,505,50505,Huy?n Bình S?n,12,50505012,Xã Bình Ch??ng,,
1998,22,T?nh Qu?ng Ngãi,505,50505,Huy?n Bình S?n,13,50505013,Xã Bình S?n,,
1999,22,T?nh Qu?ng Ngãi,505,50505,Huy?n Bình S?n,14,50505014,Xã V?n T??ng,,
2000,22,T?nh Qu?ng Ngãi,505,50505,Huy?n Bình S?n,15,50505015,Xã ?ông S?n,,
2001,22,T?nh Qu?ng Ngãi,505,50509,Huy?n S?n T?nh,16,50509016,Xã Tr??ng Giang,,
2002,22,T?nh Qu?ng Ngãi,505,50509,Huy?n S?n T?nh,17,50509017,Xã Ba Gia,,
2003,22,T?nh Qu?ng Ngãi,505,50509,Huy?n S?n T?nh,18,50509018,Xã S?n T?nh,,
2004,22,T?nh Qu?ng Ngãi,505,50509,Huy?n S?n T?nh,19,50509019,Xã Th? Phong,,
2005,22,T?nh Qu?ng Ngãi,505,50515,Huy?n T? Ngh?a,20,50515020,Xã T? Ngh?a,,
2006,22,T?nh Qu?ng Ngãi,505,50515,Huy?n T? Ngh?a,21,50515021,Xã V? Giang,,
2007,22,T?nh Qu?ng Ngãi,505,50515,Huy?n T? Ngh?a,22,50515022,Xã Ngh?a Giang,,
2008,22,T?nh Qu?ng Ngãi,505,50515,Huy?n T? Ngh?a,23,50515023,Xã Trà Giang,,
2009,22,T?nh Qu?ng Ngãi,505,50517,Huy?n Ngh?a Hành,24,50517024,Xã Ngh?a Hành,,
2010,22,T?nh Qu?ng Ngãi,505,50517,Huy?n Ngh?a Hành,25,50517025,Xã ?ình C??ng,,
2011,22,T?nh Qu?ng Ngãi,505,50517,Huy?n Ngh?a Hành,26,50517026,Xã Thi?n Tín,,
2012,22,T?nh Qu?ng Ngãi,505,50517,Huy?n Ngh?a Hành,27,50517027,Xã Ph??c Giang,,
2013,22,T?nh Qu?ng Ngãi,505,50521,Huy?n M? ??c,28,50521028,Xã Long Ph?ng,,
2014,22,T?nh Qu?ng Ngãi,505,50521,Huy?n M? ??c,29,50521029,Xã Mo? Cày,,
2015,22,T?nh Qu?ng Ngãi,505,50521,Huy?n M? ??c,30,50521030,Xã M? ??c,,
2016,22,T?nh Qu?ng Ngãi,505,50521,Huy?n M? ??c,31,50521031,Xã Lân Phong,,
2017,22,T?nh Qu?ng Ngãi,505,50507,Huy?n Trà B?ng,32,50507032,Xã Trà B?ng,,
2018,22,T?nh Qu?ng Ngãi,505,50507,Huy?n Trà B?ng,33,50507033,Xã ?ông Trà B?ng,,
2019,22,T?nh Qu?ng Ngãi,505,50507,Huy?n Trà B?ng,34,50507034,Xã Tây Trà,,
2020,22,T?nh Qu?ng Ngãi,505,50507,Huy?n Trà B?ng,35,50507035,Xã Thanh B?ng,,
2021,22,T?nh Qu?ng Ngãi,505,50507,Huy?n Trà B?ng,36,50507036,Xã Cà ?am,,
2022,22,T?nh Qu?ng Ngãi,505,50507,Huy?n Trà B?ng,37,50507037,Xã Tây Trà B?ng,,
2023,22,T?nh Qu?ng Ngãi,505,50513,Huy?n S?n Hà,38,50513038,Xã S?n H?,,
2024,22,T?nh Qu?ng Ngãi,505,50513,Huy?n S?n Hà,39,50513039,Xã S?n Linh,,
2025,22,T?nh Qu?ng Ngãi,505,50513,Huy?n S?n Hà,40,50513040,Xã S?n Hà,,
2026,22,T?nh Qu?ng Ngãi,505,50513,Huy?n S?n Hà,41,50513041,Xã S?n Th?y,,
2027,22,T?nh Qu?ng Ngãi,505,50513,Huy?n S?n Hà,42,50513042,Xã S?n K?,,
2028,22,T?nh Qu?ng Ngãi,505,50511,Huy?n S?n Tây,43,50511043,Xã S?n Tây,,
2029,22,T?nh Qu?ng Ngãi,505,50511,Huy?n S?n Tây,44,50511044,Xã S?n Tây Th??ng,,
2030,22,T?nh Qu?ng Ngãi,505,50511,Huy?n S?n Tây,45,50511045,Xã S?n Tây H?,,
2031,22,T?nh Qu?ng Ngãi,505,50519,Huy?n Minh Long,46,50519046,Xã Minh Long,,
2032,22,T?nh Qu?ng Ngãi,505,50519,Huy?n Minh Long,47,50519047,Xã S?n Mai,,
2033,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,48,50525048,Xã Ba Vì,,
2034,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,49,50525049,Xã Ba Tô,,
2035,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,50,50525050,Xã Ba Dinh,,
2036,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,51,50525051,Xã Ba T?,,
2037,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,52,50525052,Xã Ba Vinh,,
2038,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,53,50525053,Xã Ba ??ng,,
2039,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,54,50525054,Xã ??ng Thùy Trâm,,
2040,22,T?nh Qu?ng Ngãi,505,50525,Huy?n Ba T?,55,50525055,Xã Ba Xa,,
2041,22,T?nh Qu?ng Ngãi,505,50503,Huy?n Lý S?n,56,50503056,??c khu Lý S?n,,
1946,22,T?nh Qu?ng Ngãi,505,60101,Thành ph? Kon Tum,57,60101057,Ph??ng Kon Tum,,
1947,22,T?nh Qu?ng Ngãi,505,60101,Thành ph? Kon Tum,58,60101058,Ph??ng ??k C?m,,
1948,22,T?nh Qu?ng Ngãi,505,60101,Thành ph? Kon Tum,59,60101059,Ph??ng ??k BLa,,
1949,22,T?nh Qu?ng Ngãi,505,60101,Thành ph? Kon Tum,60,60101060,Xã Ng?k Bay,,
1950,22,T?nh Qu?ng Ngãi,505,60101,Thành ph? Kon Tum,61,60101061,Xã Ia Chim,,
1951,22,T?nh Qu?ng Ngãi,505,60101,Thành ph? Kon Tum,62,60101062,Xã ??k R? Wa,,
1952,22,T?nh Qu?ng Ngãi,505,60111,Huy?n ??k Hà,63,60111063,Xã ??k Pxi,,
1953,22,T?nh Qu?ng Ngãi,505,60111,Huy?n ??k Hà,64,60111064,Xã ??k Mar,,
1954,22,T?nh Qu?ng Ngãi,505,60111,Huy?n ??k Hà,65,60111065,Xã ??k Ui,,
1955,22,T?nh Qu?ng Ngãi,505,60111,Huy?n ??k Hà,66,60111066,Xã Ng?k Réo,,
1956,22,T?nh Qu?ng Ngãi,505,60111,Huy?n ??k Hà,67,60111067,Xã ??k Hà,,
1957,22,T?nh Qu?ng Ngãi,505,60107,Huy?n ??k Tô,68,60107068,Xã Ng?k T?,,
1958,22,T?nh Qu?ng Ngãi,505,60107,Huy?n ??k Tô,69,60107069,Xã ??k Tô,,
1959,22,T?nh Qu?ng Ngãi,505,60107,Huy?n ??k Tô,70,60107070,Xã Kon ?ào,,
1960,22,T?nh Qu?ng Ngãi,505,60115,Huy?n Tu M? Rông,71,60115071,Xã ??k Sao,,
1961,22,T?nh Qu?ng Ngãi,505,60115,Huy?n Tu M? Rông,72,60115072,Xã ??k T? Kan,,
1962,22,T?nh Qu?ng Ngãi,505,60115,Huy?n Tu M? Rông,73,60115073,Xã Tu M? Rông,,
1963,22,T?nh Qu?ng Ngãi,505,60115,Huy?n Tu M? Rông,74,60115074,Xã M?ng Ri,,
1964,22,T?nh Qu?ng Ngãi,505,60105,Huy?n Ng?c H?i,75,60105075,Xã B? Y,,
1965,22,T?nh Qu?ng Ngãi,505,60105,Huy?n Ng?c H?i,76,60105076,Xã Sa Loong,,
1966,22,T?nh Qu?ng Ngãi,505,60105,Huy?n Ng?c H?i,77,60105077,Xã D?c Nông,,
1967,22,T?nh Qu?ng Ngãi,505,60103,Huy?n ??k Glei,78,60103078,Xã X?p,,
1968,22,T?nh Qu?ng Ngãi,505,60103,Huy?n ??k Glei,79,60103079,Xã Ng?c Linh,,
1969,22,T?nh Qu?ng Ngãi,505,60103,Huy?n ??k Glei,80,60103080,Xã ??k Plô,,
1970,22,T?nh Qu?ng Ngãi,505,60103,Huy?n ??k Glei,81,60103081,Xã ??k Pék,,
1971,22,T?nh Qu?ng Ngãi,505,60103,Huy?n ??k Glei,82,60103082,Xã ??k Môn,,
1972,22,T?nh Qu?ng Ngãi,505,60113,Huy?n Sa Th?y,83,60113083,Xã Sa Th?y,,
1973,22,T?nh Qu?ng Ngãi,505,60113,Huy?n Sa Th?y,84,60113084,Xã Sa Bình,,
1974,22,T?nh Qu?ng Ngãi,505,60113,Huy?n Sa Th?y,85,60113085,Xã Ya Ly,,
1975,22,T?nh Qu?ng Ngãi,505,60114,Huy?n Ia H'Drai,86,60114086,Xã Ia T?i,,
1976,22,T?nh Qu?ng Ngãi,505,60108,Huy?n Kon R?y,87,60108087,Xã ??k Kôi,,
1977,22,T?nh Qu?ng Ngãi,505,60108,Huy?n Kon R?y,88,60108088,Xã Kon Braih,,
1978,22,T?nh Qu?ng Ngãi,505,60108,Huy?n Kon R?y,89,60108089,Xã ??k Rve,,
1979,22,T?nh Qu?ng Ngãi,505,60109,Huy?n Kon Plông,90,60109090,Xã M?ng ?en,,
1980,22,T?nh Qu?ng Ngãi,505,60109,Huy?n Kon Plông,91,60109091,Xã M?ng Bút,,
1981,22,T?nh Qu?ng Ngãi,505,60109,Huy?n Kon Plông,92,60109092,Xã Kon Plông,,
1982,22,T?nh Qu?ng Ngãi,505,60103,Huy?n ??k Glei,93,60103093,Xã ??k Long,,
1983,22,T?nh Qu?ng Ngãi,505,60113,Huy?n Sa Th?y,94,60113094,Xã R? K?i,,
1984,22,T?nh Qu?ng Ngãi,505,60113,Huy?n Sa Th?y,95,60113095,Xã Mô Rai,,
1985,22,T?nh Qu?ng Ngãi,505,60114,Huy?n Ia H'Drai,96,60114096,Xã Ia ?al,,
2042,23,T?nh Khánh Hòa,511,51101,Thành ph? Nha Trang,1,51101001,Ph??ng Nha Trang,,
2043,23,T?nh Khánh Hòa,511,51101,Thành ph? Nha Trang,2,51101002,Ph??ng B?c Nha Trang,,
2044,23,T?nh Khánh Hòa,511,51101,Thành ph? Nha Trang,3,51101003,Ph??ng Tây Nha Trang,,
2045,23,T?nh Khánh Hòa,511,51101,Thành ph? Nha Trang,4,51101004,Ph??ng Nam Nha Trang,,
2046,23,T?nh Khánh Hòa,511,51109,Thành ph? Cam Ranh,5,51109005,Ph??ng B?c Cam Ranh,,
2047,23,T?nh Khánh Hòa,511,51109,Thành ph? Cam Ranh,6,51109006,Ph??ng Cam Ranh,,
2048,23,T?nh Khánh Hòa,511,51109,Thành ph? Cam Ranh,7,51109007,Ph??ng Cam Linh,,
2049,23,T?nh Khánh Hòa,511,51109,Thành ph? Cam Ranh,8,51109008,Ph??ng Ba Ngòi,,
2050,23,T?nh Khánh Hòa,511,51109,Thành ph? Cam Ranh,9,51109009,Xã Nam Cam Ranh,,
2051,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,10,51105010,Xã B?c Ninh Hoà,,
2052,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,11,51105011,Ph??ng Ninh Hoà,,
2053,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,12,51105012,Xã Tân ??nh,,
2054,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,13,51105013,Ph??ng ?ông Ninh Hoà,,
2055,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,14,51105014,Ph??ng Hoà Th?ng,,
2056,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,15,51105015,Xã Nam Ninh Hoà,,
2057,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,16,51105016,Xã Tây Ninh Hoà,,
2058,23,T?nh Khánh Hòa,511,51105,Th? xã Ninh Hoà,17,51105017,Xã Hoà Trí,,
2059,23,T?nh Khánh Hòa,511,51103,Huy?n V?n Ninh,18,51103018,Xã ??i Lãnh,,
2060,23,T?nh Khánh Hòa,511,51103,Huy?n V?n Ninh,19,51103019,Xã Tu Bông,,
2061,23,T?nh Khánh Hòa,511,51103,Huy?n V?n Ninh,20,51103020,Xã V?n Th?ng,,
2062,23,T?nh Khánh Hòa,511,51103,Huy?n V?n Ninh,21,51103021,Xã V?n Ninh,,
2063,23,T?nh Khánh Hòa,511,51103,Huy?n V?n Ninh,22,51103022,Xã V?n H?ng,,
2064,23,T?nh Khánh Hòa,511,51107,Huy?n Diên Khánh,23,51107023,Xã Diên Khánh,,
2065,23,T?nh Khánh Hòa,511,51107,Huy?n Diên Khánh,24,51107024,Xã Diên L?c,,
2066,23,T?nh Khánh Hòa,511,51107,Huy?n Diên Khánh,25,51107025,Xã Diên ?i?n,,
2067,23,T?nh Khánh Hòa,511,51107,Huy?n Diên Khánh,26,51107026,Xã Diên Lâm,,
2068,23,T?nh Khánh Hòa,511,51107,Huy?n Diên Khánh,27,51107027,Xã Diên Th?,,
2069,23,T?nh Khánh Hòa,511,51107,Huy?n Diên Khánh,28,51107028,Xã Su?i Hi?p,,
2070,23,T?nh Khánh Hòa,511,51117,Huy?n Cam Lâm,29,51117029,Xã Cam Lâm,,
2071,23,T?nh Khánh Hòa,511,51117,Huy?n Cam Lâm,30,51117030,Xã Su?i D?u,,
2072,23,T?nh Khánh Hòa,511,51117,Huy?n Cam Lâm,31,51117031,Xã Cam Hi?p,,
2073,23,T?nh Khánh Hòa,511,51117,Huy?n Cam Lâm,32,51117032,Xã Cam An,,
2074,23,T?nh Khánh Hòa,511,51111,Huy?n Khánh V?nh,33,51111033,Xã B?c Khánh V?nh,,
2075,23,T?nh Khánh Hòa,511,51111,Huy?n Khánh V?nh,34,51111034,Xã Trung Khánh V?nh,,
2076,23,T?nh Khánh Hòa,511,51111,Huy?n Khánh V?nh,35,51111035,Xã Tây Khánh V?nh,,
2077,23,T?nh Khánh Hòa,511,51111,Huy?n Khánh V?nh,36,51111036,Xã Nam Khánh V?nh,,
2078,23,T?nh Khánh Hòa,511,51111,Huy?n Khánh V?nh,37,51111037,Xã Khánh V?nh,,
2079,23,T?nh Khánh Hòa,511,51113,Huy?n Khánh S?n,38,51113038,Xã Khánh S?n,,
2080,23,T?nh Khánh Hòa,511,51113,Huy?n Khánh S?n,39,51113039,Xã Tây Khánh S?n,,
2081,23,T?nh Khánh Hòa,511,51113,Huy?n Khánh S?n,40,51113040,Xã ?ông Khánh S?n,,
2082,23,T?nh Khánh Hòa,511,51115,Huy?n Tr??ng Sa,41,51115041,??c khu Tr??ng Sa,,
2083,23,T?nh Khánh Hòa,511,70501,TP.Phan Rang-Tháp Chàm,42,70501042,Ph??ng Phan Rang,,
2084,23,T?nh Khánh Hòa,511,70501,TP.Phan Rang-Tháp Chàm,43,70501043,Ph??ng ?ông H?i,,
2085,23,T?nh Khánh Hòa,511,70505,Huy?n Ninh H?i,44,70505044,Ph??ng Ninh Ch?,,
2086,23,T?nh Khánh Hòa,511,70501,TP.Phan Rang-Tháp Chàm,45,70501045,Ph??ng B?o An,,
2087,23,T?nh Khánh Hòa,511,70501,TP.Phan Rang-Tháp Chàm,46,70501046,Ph??ng ?ô Vinh,,
2088,23,T?nh Khánh Hòa,511,70507,Huy?n Ninh Ph??c,47,70507047,Xã Ninh Ph??c,,
2089,23,T?nh Khánh Hòa,511,70507,Huy?n Ninh Ph??c,48,70507048,Xã Ph??c H?u,,
2090,23,T?nh Khánh Hòa,511,70507,Huy?n Ninh Ph??c,49,70507049,Xã Ph??c H?u,,
2091,23,T?nh Khánh Hòa,511,70513,Huy?n Thu?n Nam,50,70513050,Xã Thu?n Nam,,
2092,23,T?nh Khánh Hòa,511,70513,Huy?n Thu?n Nam,51,70513051,Xã Cà Ná,,
2093,23,T?nh Khánh Hòa,511,70513,Huy?n Thu?n Nam,52,70513052,Xã Ph??c Hà,,
2094,23,T?nh Khánh Hòa,511,70513,Huy?n Thu?n Nam,53,70513053,Xã Ph??c Dinh,,
2095,23,T?nh Khánh Hòa,511,70505,Huy?n Ninh H?i,54,70505054,Xã Ninh H?i,,
2096,23,T?nh Khánh Hòa,511,70505,Huy?n Ninh H?i,55,70505055,Xã Xuân H?i,,
2097,23,T?nh Khánh Hòa,511,70505,Huy?n Ninh H?i,56,70505056,Xã V?nh H?i,,
2098,23,T?nh Khánh Hòa,511,70511,Huy?n Thu?n B?c,57,70511057,Xã Thu?n B?c,,
2099,23,T?nh Khánh Hòa,511,70511,Huy?n Thu?n B?c,58,70511058,Xã Công H?i,,
2100,23,T?nh Khánh Hòa,511,70503,Huy?n Ninh S?n,59,70503059,Xã Ninh S?n,,
2101,23,T?nh Khánh Hòa,511,70503,Huy?n Ninh S?n,60,70503060,Xã Lâm S?n,,
2102,23,T?nh Khánh Hòa,511,70503,Huy?n Ninh S?n,61,70503061,Xã Anh D?ng,,
2103,23,T?nh Khánh Hòa,511,70503,Huy?n Ninh S?n,62,70503062,Xã M? S?n,,
2104,23,T?nh Khánh Hòa,511,70509,Huy?n Bác Ái,63,70509063,Xã Bác Ái ?ông,,
2105,23,T?nh Khánh Hòa,511,70509,Huy?n Bác Ái,64,70509064,Xã Bác Ái,,
2106,23,T?nh Khánh Hòa,511,70509,Huy?n Bác Ái,65,70509065,Xã Bác Ái Tây,,
2185,24,T?nh Gia Lai,603,50701,Thành ph? Quy Nh?n,1,50701001,Ph??ng Quy Nh?n,,
2186,24,T?nh Gia Lai,603,50701,Thành ph? Quy Nh?n,2,50701002,Ph??ng Quy Nh?n ?ông,,
2187,24,T?nh Gia Lai,603,50701,Thành ph? Quy Nh?n,3,50701003,Ph??ng Quy Nh?n Tây,,
2188,24,T?nh Gia Lai,603,50701,Thành ph? Quy Nh?n,4,50701004,Ph??ng Quy Nh?n Nam,,
2189,24,T?nh Gia Lai,603,50701,Thành ph? Quy Nh?n,5,50701005,Ph??ng Quy Nh?n B?c,,
2190,24,T?nh Gia Lai,603,50717,Th? xã An Nh?n,6,50717006,Ph??ng Bình ??nh,,
2191,24,T?nh Gia Lai,603,50717,Th? xã An Nh?n,7,50717007,Ph??ng An Nh?n,,
2192,24,T?nh Gia Lai,603,50717,Th? xã An Nh?n,8,50717008,Ph??ng An Nh?n ?ông,,
2193,24,T?nh Gia Lai,603,50717,Th? xã An Nh?n,9,50717009,Ph??ng An Nh?n Nam,,
2194,24,T?nh Gia Lai,603,50717,Th? xã An Nh?n,10,50717010,Ph??ng An Nh?n B?c,,
2195,24,T?nh Gia Lai,603,50717,Th? xã An Nh?n,11,50717011,Xã An Nh?n Tây,,
2196,24,T?nh Gia Lai,603,50705,Th? xã Hoài Nh?n,12,50705012,Ph??ng B?ng S?n,,
2197,24,T?nh Gia Lai,603,50705,Th? xã Hoài Nh?n,13,50705013,Ph??ng Hoài Nh?n,,
2198,24,T?nh Gia Lai,603,50705,Th? xã Hoài Nh?n,14,50705014,Ph??ng Tam Quan,,
2199,24,T?nh Gia Lai,603,50705,Th? xã Hoài Nh?n,15,50705015,Ph??ng Hoài Nh?n ?ông,,
2200,24,T?nh Gia Lai,603,50705,Th? xã Hoài Nh?n,16,50705016,Ph??ng Hoài Nh?n Tây,,
2201,24,T?nh Gia Lai,603,50705,Th? xã Hoài Nh?n,17,50705017,Ph??ng Hoài Nh?n Nam,,
2202,24,T?nh Gia Lai,603,50705,Th? xã Hoài Nh?n,18,50705018,Ph??ng Hoài Nh?n B?c,,
2203,24,T?nh Gia Lai,603,50713,Huy?n Phù Cát,19,50713019,Xã Phù Cát,,
2204,24,T?nh Gia Lai,603,50713,Huy?n Phù Cát,20,50713020,Xã Xuân An,,
2205,24,T?nh Gia Lai,603,50713,Huy?n Phù Cát,21,50713021,Xã Ngô Mây,,
2206,24,T?nh Gia Lai,603,50713,Huy?n Phù Cát,22,50713022,Xã Cát Ti?n,,
2207,24,T?nh Gia Lai,603,50713,Huy?n Phù Cát,23,50713023,Xã ?? Gi,,
2208,24,T?nh Gia Lai,603,50713,Huy?n Phù Cát,24,50713024,Xã Hoà H?i,,
2209,24,T?nh Gia Lai,603,50713,Huy?n Phù Cát,25,50713025,Xã H?i S?n,,
2210,24,T?nh Gia Lai,603,50709,Huy?n Phù M?,26,50709026,Xã Phù M?,,
2211,24,T?nh Gia Lai,603,50709,Huy?n Phù M?,27,50709027,Xã An L??ng,,
2212,24,T?nh Gia Lai,603,50709,Huy?n Phù M?,28,50709028,Xã Bình D??ng,,
2213,24,T?nh Gia Lai,603,50709,Huy?n Phù M?,29,50709029,Xã Phù M? ?ông,,
2214,24,T?nh Gia Lai,603,50709,Huy?n Phù M?,30,50709030,Xã Phù M? Tây,,
